Title,Author,Genre,Height,Publisher
Introduction to Algorithms,"Cormen, Thomas",computer_science,234,MIT Press
Empire of the Mughal - The Tainted Throne,"Rutherford, Alex",nonfiction,180,
Vyakti ani Valli,"Deshpande, P L",nonfiction,211,
Broca's Brain,"Sagan, Carl",science,174,
Neural Networks,"Haykin, Simon",data_science,240,
Slaughterhouse Five,"Vonnegut, Kurt",fiction,198,
"Age of Discontuinity, The","Drucker, Peter",nonfiction,178,Random House
"Russian Journal, A","Steinbeck, John",nonfiction,196,
"Complete Mastermind, The",BBC,nonfiction,178,BBC
"History of England, Foundation","Ackroyd, Peter",nonfiction,197,
"New Machiavelli, The","Wells, H. G.",fiction,180,Penguin
Free Will,"Harris, Sam",philosophy,203,
Vyakti ani Valli,"Deshpande, P L",nonfiction,211,
Radiowaril Bhashane & Shrutika,"Deshpande, P L",nonfiction,213,
Sea of Poppies,"Ghosh, Amitav",fiction,197,
Crime and Punishment,"Dostoevsky, Fyodor",fiction,180,
Statistical Learning Theory,"Vapnik, Vladimir",tech,228,
Data Mining Handbook,"Nisbet, Robert",tech,242,Apress
Identity & Violence,"Sen, Amartya",philosophy,219,
Data Analysis with Open Source Tools,"Janert, Phillip",data_science,230,
"Drunkard's Walk, The","Mlodinow, Leonard",science,197,
"Great War for Civilization, The","Fisk, Robert",nonfiction,197,HarperCollins
"Story of Philosophy, The","Durant, Will",philosophy,170,Pocket
Textbook of Economic Theory,"Stonier, Alfred",tech,242,Pearson
Political Philosophers,,philosophy,162,
"Life in Letters, A","Steinbeck, John",nonfiction,196,
Orientalism,"Said, Edward",nonfiction,197,Penguin
One,"Bach, Richard",nonfiction,172,Dell
Down and Out in Paris & London,"Orwell, George",nonfiction,179,
Eyeless in Gaza,"Huxley, Aldous",fiction,180,
Power Electronics - Mohan,"Mohan, Ned",computer_science,237,
Neural Networks,"Haykin, Simon",tech,240,
Doctor in the Nude,"Gordon, Richard",fiction,179,
Structure and Randomness,"Tao, Terence",mathematics,252,
Pointers in C,"Kanetkar, Yashwant",computer_science,213,
Uncommon Wisdom,"Capra, Fritjof",nonfiction,197,Fontana
"Winter of Our Discontent, The","Steinbeck, John",fiction,196,
Superfreakonomics,"Dubner, Stephen",science,179,HarperCollins
"Killing Joke, The",,comic,283,
Empire of the Mughal - The Serpent's Tooth,"Rutherford, Alex",history,180,
More Tears to Cry,"Sassoon, Jean",fiction,235,
Structure & Interpretation of Computer Programs,"Sussman, Gerald",tech,240,
Freakonomics,"Dubner, Stephen",science,197,Penguin
Once There Was a War,"Steinbeck, John",nonfiction,196,
Talking Straight,"Iacoca, Lee",nonfiction,175,
Data Scientists at Work,Sebastian Gutierrez,data_science,230,
"Devil's Advocate, The","West, Morris",fiction,178,
Fundamentals of Wavelets,"Goswami, Jaideva",signal_processing,228,
"Maugham's Collected Short Stories, Vol 3","Maugham, William S",fiction,171,Vintage
"History of England, Foundation","Ackroyd, Peter",nonfiction,197,
Zen & The Art of Motorcycle Maintenance,"Pirsig, Robert",philosophy,172,
Ayn Rand Answers,"Rand, Ayn",philosophy,203,
"Complete Sherlock Holmes, The - Vol II","Doyle, Arthur Conan",fiction,176,
"Numbers Behind Numb3rs, The","Devlin, Keith",science,202,
"Phantom of Manhattan, The","Forsyth, Frederick",fiction,180,
Ayn Rand Answers,"Rand, Ayn",philosophy,203,
"World's Greatest Trials, The",,history,210,
History of Western Philosophy,"Russell, Bertrand",philosophy,213,
Power Electronics - Rashid,"Rashid, Muhammad",tech,235,
Half A Life,"Naipaul, V S",fiction,196,
Data Mining Handbook,"Nisbet, Robert",tech,242,
Textbook of Economic Theory,"Stonier, Alfred",tech,242,
"Pillars of the Earth, The","Follett, Ken",fiction,176,
Physics & Philosophy,"Heisenberg, Werner",philosophy,197,
"Wealth of Nations, The","Smith, Adam",economics,175,
Neural Networks,"Haykin, Simon",tech,240,
History of the DC Universe,,fiction,258,
"Maugham's Collected Short Stories, Vol 3","Maugham, William S",fiction,171,
Rosy is My Relative,"Durrell, Gerald",fiction,176,
Slaughterhouse Five,"Vonnegut, Kurt",fiction,198,Random House
"Judge, The",,fiction,170,
Girl who played with Fire,"Larsson, Steig",fiction,179,
Return of the Primitive,"Rand, Ayn",philosophy,202,
Ayn Rand Answers,"Rand, Ayn",philosophy,203,
"Phantom of Manhattan, The","Forsyth, Frederick",fiction,180,
Making Software,"Oram, Andy",tech,232,
Hafasavnuk,Deshpande P L,fiction,211,
"Signal and the Noise, The","Silver, Nate",tech,233,
Return of the Primitive,"Rand, Ayn",philosophy,202,
Sea of Poppies,"Ghosh, Amitav",fiction,197,
Burning Bright,"Steinbeck, John",fiction,175,
"Discovery of India, The","Nehru, Jawaharlal",history,230,
Girl who played with Fire,"Larsson, Steig",fiction,179,
"Grapes of Wrath, The","Steinbeck, John",fiction,196,
Maqta-e-Ghalib,"Garg, Sanjay",nonfiction,221,Mauj
Philosophy: Who Needs It,"Rand, Ayn",philosophy,171,
Slaughterhouse Five,"Vonnegut, Kurt",fiction,198,
More Tears to Cry,"Sassoon, Jean",fiction,235,
We the People,Palkhivala,philosophy,216,
Journal of a Novel,"Steinbeck, John",fiction,196,
"Story of Philosophy, The","Durant, Will",philosophy,170,Pocket
Maqta-e-Ghalib,"Garg, Sanjay",nonfiction,221,
In a Free State,"Naipaul, V. S.",fiction,196,
Oxford book of Modern Science Writing,"Dawkins, Richard",science,240,
Power Electronics - Rashid,"Rashid, Muhammad",tech,235,
Aghal Paghal,"Deshpande, P L",nonfiction,212,
Tales of Mystery and Imagination,"Poe, Edgar Allen",fiction,172,
India from Midnight to Milennium,"Tharoor, Shashi",nonfiction,198,
Journal of a Novel,"Steinbeck, John",fiction,196,
Image Processing with MATLAB,"Eddins, Steve",signal_processing,241,
Introduction to Algorithms,"Cormen, Thomas",tech,234,MIT Press
O Jerusalem!,"Lapierre, Dominique",nonfiction,217,
Apulki,"Deshpande, P L",nonfiction,211,
"Grapes of Wrath, The","Steinbeck, John",fiction,196,
Electric Universe,"Bodanis, David",science,201,
Crisis on Infinite Earths,,comic,258,
Angels & Demons,"Brown, Dan",fiction,178,
Char Shabda,"Deshpande, P L",nonfiction,214,
"Story of Philosophy, The","Durant, Will",philosophy,170,Pocket
Girl who played with Fire,"Larsson, Steig",fiction,179,
Structure and Randomness,"Tao, Terence",science,252,
How to Think Like Sherlock Holmes,"Konnikova, Maria",psychology,240,Penguin
Empire of the Mughal - Raiders from the North,"Rutherford, Alex",history,180,
Oxford book of Modern Science Writing,"Dawkins, Richard",science,240,
Tales of Mystery and Imagination,"Poe, Edgar Allen",fiction,172,HarperCollins
Hafasavnuk,Deshpande P L,fiction,211,
"City of Joy, The","Lapierre, Dominique",fiction,177,
Tales of Beedle the Bard,"Rowling, J K",fiction,184,
"City of Joy, The","Lapierre, Dominique",fiction,177,
"Computer Vision, A Modern Approach","Forsyth, David",data_science,255,
Tales of Beedle the Bard,"Rowling, J K",fiction,184,
Angels & Demons,"Brown, Dan",fiction,178,Random House
Batatyachi Chal,Deshpande P L,fiction,200,
"Analysis, Vol I","Tao, Terence",mathematics,248,HBA
Zen & The Art of Motorcycle Maintenance,"Pirsig, Robert",philosophy,172,
"Code Book, The","Singh, Simon",science,197,
"Argumentative Indian, The","Sen, Amartya",nonfiction,209,
Image Processing with MATLAB,"Eddins, Steve",signal_processing,241,
"Information, The","Gleick, James",science,233,
"Age of Wrath, The","Eraly, Abraham",history,238,
Aghal Paghal,"Deshpande, P L",nonfiction,212,Mauj
Superman Earth One - 1,,fiction,259,
Textbook of Economic Theory,"Stonier, Alfred",economics,242,
Physics & Philosophy,"Heisenberg, Werner",science,197,Penguin
We the Nation,Palkhivala,philosophy,216,
Data Structures Using C & C++,"Tanenbaum, Andrew",tech,235,
"Hunchback of Notre Dame, The","Hugo, Victor",fiction,175,Random House
"Veteran, The","Forsyth, Frederick",fiction,177,
"Veteran, The","Forsyth, Frederick",fiction,177,
"Judge, The",,fiction,170,
"Maugham's Collected Short Stories, Vol 3","Maugham, William S",fiction,171,
All the President's Men,"Woodward, Bob",nonfiction,177,Random House
Soft Computing & Intelligent Systems,"Gupta, Madan",tech,242,Elsevier
"World's Great Thinkers, The",,science,189,
Elements of Information Theory,"Thomas, Joy",tech,229,
Scoop!,"Nayar, Kuldip",history,216,
Elements of Information Theory,"Thomas, Joy",data_science,229,
Philosophy: Who Needs It,"Rand, Ayn",philosophy,171,
Integration of the Indian States,"Menon, V P",nonfiction,217,
City of Djinns,"Dalrymple, William",history,198,
Batman: The Long Halloween,,fiction,258,
"Death of Superman, The",,fiction,258,
Char Shabda,"Deshpande, P L",nonfiction,214,
"Complete Sherlock Holmes, The - Vol II","Doyle, Arthur Conan",fiction,176,
Once There Was a War,"Steinbeck, John",nonfiction,196,Penguin
Surely You're Joking Mr Feynman,"Feynman, Richard",science,198,
Let Us C,"Kanetkar, Yashwant",computer_science,213,
Ahe Manohar Tari,"Deshpande, Sunita",nonfiction,213,
Pointers in C,"Kanetkar, Yashwant",tech,213,
"Raisin in the Sun, A","Hansberry, Lorraine",fiction,175,Penguin
"Social Choice & Welfare, Vol 39 No. 1",Various,tech,235,
Data Analysis with Open Source Tools,"Janert, Phillip",data_science,230,
Principles of Communication Systems,"Taub, Schilling",computer_science,240,TMH
Karl Marx Biography,,nonfiction,162,
"World's Great Thinkers, The",,philosophy,189,
"Code Book, The","Singh, Simon",science,197,
"History of England, Foundation","Ackroyd, Peter",history,197,
"Age of the Warrior, The","Fisk, Robert",nonfiction,197,
We the People,Palkhivala,philosophy,216,
Identity & Violence,"Sen, Amartya",philosophy,219,Penguin
Orientalism,"Said, Edward",history,197,
"Grapes of Wrath, The","Steinbeck, John",fiction,196,
"Trial, The","Kafka, Frank",fiction,198,Random House
Data Smart,"Foreman, John",data_science,235,Wiley
"Idiot, The","Dostoevsky, Fyodor",fiction,197,
Broca's Brain,"Sagan, Carl",science,174,
Integration of the Indian States,"Menon, V P",nonfiction,217,Orient Blackswan
"Last Mughal, The","Dalrymple, William",history,199,Penguin
"Ropemaker, The","Dickinson, Peter",fiction,196,
Men of Mathematics,"Bell, E T",science,217,
"Prince, The",Machiavelli,fiction,173,
Let Us C,"Kanetkar, Yashwant",computer_science,213,
In a Free State,"Naipaul, V. S.",fiction,196,
Superfreakonomics,"Dubner, Stephen",economics,179,HarperCollins
"Age of Wrath, The","Eraly, Abraham",nonfiction,238,
Empire of the Mughal - The Serpent's Tooth,"Rutherford, Alex",nonfiction,180,
Statistical Learning Theory,"Vapnik, Vladimir",data_science,228,
Machine Learning for Hackers,"Conway, Drew",tech,233,O'Reilly
"Journal of Economics, vol 106 No 3",,science,235,
New Markets & Other Essays,"Drucker, Peter",economics,176,
Flashpoint,,fiction,265,
Eyeless in Gaza,"Huxley, Aldous",fiction,180,
"Idiot, The","Dostoevsky, Fyodor",fiction,197,
Karl Marx Biography,,nonfiction,162,
"Farewell to Arms, A","Hemingway, Ernest",fiction,179,
"Social Choice & Welfare, Vol 39 No. 1",Various,tech,235,Springer
Birth of a Theorem,"Villani, Cedric",mathematics,234,
History of Western Philosophy,"Russell, Bertrand",philosophy,213,Routledge
Beyond the Three Seas,"Dalrymple, William",nonfiction,197,
Pointers in C,"Kanetkar, Yashwant",computer_science,213,
Philosophy: Who Needs It,"Rand, Ayn",philosophy,171,
Hafasavnuk,Deshpande P L,fiction,211,
Justice League: The Villain's Journey,,fiction,258,
Integration of the Indian States,"Menon, V P",nonfiction,217,
"Hunchback of Notre Dame, The","Hugo, Victor",fiction,175,
"Computer Vision, A Modern Approach","Forsyth, David",data_science,255,Pearson
Eyeless in Gaza,"Huxley, Aldous",fiction,180,
"Pillars of the Earth, The","Follett, Ken",fiction,176,
O Jerusalem!,"Lapierre, Dominique",history,217,
Uncommon Wisdom,"Capra, Fritjof",nonfiction,197,Fontana
"Numbers Behind Numb3rs, The","Devlin, Keith",science,202,
Urlasurla,Deshpande P L,fiction,211,
"Moon and Sixpence, The","Maugham, William S",fiction,180,
We the Nation,Palkhivala,philosophy,216,
"Idea of Justice, The","Sen, Amartya",nonfiction,212,Penguin
Data Smart,"Foreman, John",tech,235,
Physics & Philosophy,"Heisenberg, Werner",philosophy,197,
Murphy's Law,,philosophy,178,
Asami Asami,"Deshpande, P L",fiction,205,Mauj
Data Mining Handbook,"Nisbet, Robert",tech,242,Apress
Asami Asami,"Deshpande, P L",fiction,205,Mauj
Data Structures Using C & C++,"Tanenbaum, Andrew",tech,235,Prentice Hall
New Markets & Other Essays,"Drucker, Peter",economics,176,
Philosophy: Who Needs It,"Rand, Ayn",philosophy,171,
"Age of Wrath, The","Eraly, Abraham",history,238,
Image Processing & Mathematical Morphology,"Shih, Frank",tech,241,CRC
In a Free State,"Naipaul, V. S.",fiction,196,Rupa
Radiowaril Bhashane & Shrutika,"Deshpande, P L",nonfiction,213,
Physics & Philosophy,"Heisenberg, Werner",philosophy,197,Penguin
Manasa,"Kale, V P",nonfiction,213,Mauj
Unpopular Essays,"Russell, Bertrand",philosophy,198,
Ashenden of The British Agent,"Maugham, William S",fiction,160,
Batman Earth One,,fiction,265,
Design with OpAmps,"Franco, Sergio",tech,240,
Making Software,"Oram, Andy",computer_science,232,
"Argumentative Indian, The","Sen, Amartya",nonfiction,209,
"Code Book, The","Singh, Simon",science,197,
Doctor on the Brain,"Gordon, Richard",fiction,204,
"Age of Discontuinity, The","Drucker, Peter",nonfiction,178,
Vyakti ani Valli,"Deshpande, P L",nonfiction,211,
"New Machiavelli, The","Wells, H. G.",fiction,180,
Sea of Poppies,"Ghosh, Amitav",fiction,197,Penguin
Karl Marx Biography,,nonfiction,162,
Uncommon Wisdom,"Capra, Fritjof",nonfiction,197,Fontana
Angels & Demons,"Brown, Dan",fiction,178,
Political Philosophers,,philosophy,162,
Maqta-e-Ghalib,"Garg, Sanjay",fiction,221,
Beyond the Three Seas,"Dalrymple, William",nonfiction,197,
"Amulet of Samarkand, The","Stroud, Jonathan",fiction,179,
"Grapes of Wrath, The","Steinbeck, John",fiction,196,
Crime and Punishment,"Dostoevsky, Fyodor",fiction,180,
Beyond Degrees,,nonfiction,222,
History of the DC Universe,,comic,258,
"Journal of Economics, vol 106 No 3",,economics,235,
Flashpoint,,comic,265,
Gun Gayin Awadi,"Deshpande, P L",nonfiction,212,
Orientalism,"Said, Edward",history,197,
From Beirut to Jerusalem,"Friedman, Thomas",nonfiction,202,
Elements of Information Theory,"Thomas, Joy",data_science,229,
Talking Straight,"Iacoca, Lee",nonfiction,175,
Statistical Decision Theory',"Pratt, John",tech,236,
Surely You're Joking Mr Feynman,"Feynman, Richard",science,198,Random House
"Information, The","Gleick, James",science,233,
New Markets & Other Essays,"Drucker, Peter",science,176,
"Christmas Carol, A","Dickens, Charles",fiction,196,
Animal Farm,"Orwell, George",fiction,180,
Tales of Beedle the Bard,"Rowling, J K",fiction,184,
Ahe Manohar Tari,"Deshpande, Sunita",nonfiction,213,
Principles of Communication Systems,"Taub, Schilling",tech,240,
History of the DC Universe,,comic,258,
Machine Learning for Hackers,"Conway, Drew",tech,233,O'Reilly
Animal Farm,"Orwell, George",fiction,180,
Broca's Brain,"Sagan, Carl",science,174,
Free Will,"Harris, Sam",philosophy,203,
India's Legal System,Nariman,nonfiction,177,
Dongri to Dubai,"Zaidi, Hussain",nonfiction,216,
Mein Kampf,"Hitler, Adolf",nonfiction,212,
Structure and Randomness,"Tao, Terence",science,252,
Half A Life,"Naipaul, V S",fiction,196,
"Complete Sherlock Holmes, The - Vol I","Doyle, Arthur Conan",fiction,176,Random House
Beyond the Three Seas,"Dalrymple, William",history,197,
Structure & Interpretation of Computer Programs,"Sussman, Gerald",tech,240,
Introduction to Algorithms,"Cormen, Thomas",computer_science,234,MIT Press
Data Analysis with Open Source Tools,"Janert, Phillip",data_science,230,
Char Shabda,"Deshpande, P L",nonfiction,214,
"Idea of Justice, The","Sen, Amartya",nonfiction,212,
"Age of the Warrior, The","Fisk, Robert",nonfiction,197,
"Hidden Connections, The","Capra, Fritjof",science,197,HarperCollins
"Courtroom Genius, The",Sorabjee,nonfiction,217,
Girl who played with Fire,"Larsson, Steig",fiction,179,
"Devil's Advocate, The","West, Morris",fiction,178,
More Tears to Cry,"Sassoon, Jean",fiction,235,
"Idea of Justice, The","Sen, Amartya",philosophy,212,
"Theory of Everything, The","Hawking, Stephen",science,217,
Learning OpenCV,"Bradsky, Gary",data_science,232,O'Reilly
"Life in Letters, A","Steinbeck, John",nonfiction,196,
Python for Data Analysis,"McKinney, Wes",tech,233,O'Reilly
"Signal and the Noise, The","Silver, Nate",tech,233,Penguin
God Created the Integers,"Hawking, Stephen",mathematics,197,Penguin
"Age of Discontuinity, The","Drucker, Peter",nonfiction,178,Random House
Rosy is My Relative,"Durrell, Gerald",fiction,176,
Gun Gayin Awadi,"Deshpande, P L",nonfiction,212,
More Tears to Cry,"Sassoon, Jean",fiction,235,
"Raisin in the Sun, A","Hansberry, Lorraine",fiction,175,Penguin
"Analysis, Vol I","Tao, Terence",mathematics,248,HBA
Tales of Beedle the Bard,"Rowling, J K",fiction,184,
India's Legal System,Nariman,nonfiction,177,
Doctor in the Nude,"Gordon, Richard",fiction,179,Penguin
Girl who kicked the Hornet's Nest,"Larsson, Steig",fiction,179,
Statistical Learning Theory,"Vapnik, Vladimir",tech,228,
"Deceiver, The","Forsyth, Frederick",fiction,178,
"World's Greatest Trials, The",,nonfiction,210,
Beyond the Three Seas,"Dalrymple, William",history,197,Random House
Murphy's Law,,philosophy,178,
Unpopular Essays,"Russell, Bertrand",philosophy,198,
"Ropemaker, The","Dickinson, Peter",fiction,196,
Design with OpAmps,"Franco, Sergio",tech,240,
Free Will,"Harris, Sam",nonfiction,203,
"Journal of Economics, vol 106 No 3",,science,235,
"Trembling of a Leaf, The","Maugham, William S",fiction,205,
"Courtroom Genius, The",Sorabjee,nonfiction,217,
Image Processing & Mathematical Morphology,"Shih, Frank",tech,241,
We the Nation,Palkhivala,philosophy,216,
Tales of Mystery and Imagination,"Poe, Edgar Allen",fiction,172,HarperCollins
Rosy is My Relative,"Durrell, Gerald",fiction,176,
Maqta-e-Ghalib,"Garg, Sanjay",nonfiction,221,
Textbook of Economic Theory,"Stonier, Alfred",tech,242,Pearson
